[(38.745631568999997, 39.988717316100001, 39.649637798699999, 30.337051913500002),
(24.1869331571, 9.9325778497900004, 17.895252214199999, 18.233927534599999),
(19.9786391817, 9.4048529323600008, 20.352755202899999, 21.878028201199999),
(0.31682219820200003, 12.2032746764, 9.9732046161800003, 9.6499130833300004),
(0.79905593323500002, 0.25694858958900002, 1.92974305166, 1.25366386468),
(1.9726853098199999, 0.20434039430100001, 1.12612740435, 0.54584812308899999),
(0.27410623662400002, 8.4389782645399993, 9.9739028032799997, 8.2993872040299994),
(0.47648471338600001, 2.1751224956800002, 0.92231830979100005, 0.63377207125599999),
(0.46074606563300002, 9.9291001618999992, 9.7900567563299994, 11.648915476899999),
(1.1057939910300001, 10.2772518828, 10.133066123000001, 8.2956251024699998),
(39.698797823200003, 39.641023350399998, 39.450344614000002, 29.5201981676),
(3.56400554362, 11.6176995741, 9.2010827744100006, 10.7755353281),
(31.2930420631, 29.253496154899999, 19.070266374999999, 29.779303687999999),
(20.254654961699998, 12.457052556900001, 18.386256790600001, 18.793196568100001),
(19.3736669257, 12.5376858431, 19.7886204054, 18.531522325000001),
(2.0733703378000001, 1.26526882889, -1.0975719562899999, 1.3433992917299999),
(20.134403122599998, 10.603290276299999, 20.711088621399998, 21.302755135000002),
(30.434022279299999, 29.480636067399999, 19.192249987299999, 30.380085187100001),
(0.10329168297000001, 10.4625296606, 11.439755204700001, 9.5722513529499995),
(39.970704786200002, 39.505783543100002, 42.1770974939, 29.603257522),
(-1.11580445099, 9.6593870796800001, 10.669709961300001, 11.3660422712),
(38.180200448100003, 40.9155143459, 41.247308971499997, 29.741342536400001),
(0.99873903450799995, 1.06010739054, 0.85047739963900004, 2.6118635676499999),
(4.55354345705, 0.49872215828599997, 0.90267897639399997, 2.0959125198500002),
(20.883879179499999, 10.9998821108, 19.9397889418, 18.319075211800001),
(-0.148457259358, 1.46400014854, 1.28081353911, 2.6037746447200001),
(1.1089985489400001, 10.4378956159, 9.5911109919400008, 10.933979561199999),
(19.126504348800001, 9.9497642096900005, 19.664077563500001, 19.3794854651),
(1.9895459476599999, 2.76762535738, 1.4954131878200001, 2.2836056354499998),
(30.821318070499998, 29.346650453300001, 20.416237472399999, 29.303881327100001),
(20.543405144899999, 10.250175823499999, 19.820515206700001, 19.725353775599999),
(0.31838955369900002, -0.20173202619700001, -1.4815524556199999, -0.59074800718700005),
(2.7959699538199998, 0.67051297662499998, 1.4612256003499999, -0.16840299740600001),
(0.92550121769399996, 1.9829538789200001, 0.34625665040199999, 1.2708848011),
(28.562713198600001, 31.345713847900001, 20.504690678700001, 31.9992195401),
(41.056058913599998, 40.627914803899998, 41.251165004100002, 30.083941992300002),
(21.333465063799999, 9.6552326472699992, 22.615709083799999, 20.8689054327),
